-2.4435,3.1669,7.3233
-3.8644,1.0326,9.7189
-3.5591,1.8256,9.639
-2.9972,2.6489,9.4533
-3.3585,2.1727,7.7822
-3.118,2.5056,8.7831
-2.2374,3.3157,7.0675
-2.711,2.9412,8.2758
-2.3799,3.215,7.9382
-2.5556,3.0771,7.4845
-2.7111,2.9411,7.5363
-3.1534,2.4609,8.2687
-2.1564,3.369,7.2827
-3.9076,0.85462,8.7956
-3.9378,0.70251,8.4128
-3.3129,2.2415,9.0878
-3.3096,2.2465,9.0997
-2.9647,2.6852,8.9156
-3.9055,0.8642,7.1008
-3.0415,2.598,7.2064
-2.3439,3.2413,7.9588
-3.7865,1.2892,8.5926
-3.09,2.5401,8.9633
-2.7158,2.9368,8.2229
-3.1229,2.4995,9.4599
-2.2996,3.2729,9.1551
-2.4055,3.1959,9.9059
-3.936,0.71244,8.594
-3.945,0.6613,7.9754
-3.477,1.9775,7.3169
-2.1877,3.3487,8.8329
-2.697,2.954,9.3364
-3.0026,2.6428,8.2704
-3.8325,1.1455,7.2725
-2.049,3.4354,7.7994
-2.1357,3.3821,7.461
-2.5131,3.112,7.843
-3.6035,1.7363,8.3203
-3.7251,1.4572,8.5814
-3.6013,1.7409,8.3723
-3.2282,2.3619,9.6261
-3.4244,2.0672,8.5542
-2.8601,2.7964,9.8309
-3.7423,1.4126,8.9131
-2.5699,3.0652,9.8731
-3.6616,1.6102,7.7221
-2.5545,3.0781,9.0284
-3.0396,2.6001,7.8672
-3.5651,1.8139,9.0154
-3.7865,1.2893,9.0854
-2.2531,3.305,7.204
-3.9275,0.75833,7.7644
-3.7811,1.3051,7.6721
-3.3045,2.254,9.0035
-3.1951,2.4065,9.5332
-3.2192,2.3742,8.0334
-2.8858,2.7698,9.3416
-3.3489,2.1874,9.026
-3.3535,2.1804,7.0201
-3.8287,1.1581,8.8065
-3.8035,1.2383,8.1603
-3.5958,1.7522,9.748
-3.0638,2.5717,7.0035
-3.8222,1.1794,8.3873
-3.3971,2.1118,8.273
-2.9967,2.6495,8.3827
-3.934,0.7235,9.3105
-3.8854,0.95076,7.9674
-3.4304,2.0573,9.3542
-3.5598,1.8242,8.4141
-3.4983,1.9395,7.1073
-2.6226,3.0203,7.5276
-2.8728,2.7834,9.1653
-3.2712,2.302,8.4205
-2.6853,2.9646,7.4582
-3.856,1.0636,8.0234
-2.5863,3.0514,8.8222
-2.6728,2.9759,7.5752
-2.518,3.108,9.2153
-2.6776,2.9716,7.7285
-3.1947,2.407,9.7523
-2.8979,2.7572,7.8072
-3.9232,0.78006,9.2965
-3.1825,2.4231,7.566
-2.5582,3.075,7.8625
-3.9093,0.84682,7.2733
-3.9584,0.5753,8.7286
-3.2018,2.3976,9.0501
-2.3436,3.2415,8.6398
-2.7598,2.8954,8.2772
-3.1339,2.4857,8.9333
-3.5123,1.9141,8.9429
-2.7708,2.8849,9.0371
-3.5262,1.8883,8.9074
-3.6969,1.5274,9.8355
-2.6614,2.9862,7.6268
-2.3624,3.2279,9.1278
-2.861,2.7954,7.7087
-2.9174,2.7366,7.3582
-3.169,2.4408,8.8219
-3.3476,2.1894,8.3504
-2.2665,3.2959,8.3762
-2.7715,2.8842,8.9858
-3.8105,1.2166,9.3109
-2.0925,3.409,8.0507
-3.9271,0.76025,8.986
-3.7232,1.462,8.2485
-3.3083,2.2484,9.5258
-3.483,1.9669,9.4988
-2.7038,2.9478,7.7693
-3.2454,2.3383,8.8404
